,location_area,property_location,total_price,area_sqft,outside_view,property_link
212,ajmer road, ajmer road,5798000.0,2007.0,road view,https://www.squareyards.com/resale-223-sq-yd-plot-in-ajmer-road/9746310
213,ajmer road, ajmer road,10100000.0,3519.0,road view,https://www.squareyards.com/resale-391-sq-yd-plot-in-ajmer-road/9746275
214,ajmer road, ajmer road,9022000.0,3123.0,road view,https://www.squareyards.com/resale-347-sq-yd-plot-in-ajmer-road/9746261
215,ajmer road, ajmer road,7773999.999999999,2691.0,road view,https://www.squareyards.com/resale-299-sq-yd-plot-in-ajmer-road/9746329
216,ajmer road, ajmer road,3825000.0,1107.0,road view,https://www.squareyards.com/resale-123-sq-yd-plot-in-ajmer-road/9741941
217,ajmer road, ajmer road,9230000.0,3195.0,road view,https://www.squareyards.com/resale-355-sq-yd-plot-in-ajmer-road/9746262
218,ajmer road, ajmer road,8814000.0,3051.0,road view,https://www.squareyards.com/resale-339-sq-yd-plot-in-ajmer-road/9746259
219,ajmer road, ajmer road,8086000.0,2799.0,road view,https://www.squareyards.com/resale-311-sq-yd-plot-in-ajmer-road/9746334
220,ajmer road, ajmer road,7981999.999999999,2763.0,road view,https://www.squareyards.com/resale-307-sq-yd-plot-in-ajmer-road/9746333
221,ajmer road, ajmer road,10600000.0,3699.0,road view,https://www.squareyards.com/resale-411-sq-yd-plot-in-ajmer-road/9746278
222,ajmer road, ajmer road,7045999.999999999,2439.0,road view,https://www.squareyards.com/resale-271-sq-yd-plot-in-ajmer-road/9746322
223,ajmer road, ajmer road,10400000.0,3627.0,road view,https://www.squareyards.com/resale-403-sq-yd-plot-in-ajmer-road/9746276
224,ajmer road, ajmer road,4322000.0,1251.0,road view,https://www.squareyards.com/resale-139-sq-yd-plot-in-ajmer-road/9741945
225,ajmer road, ajmer road,6313000.0,1827.0,road view,https://www.squareyards.com/resale-203-sq-yd-plot-in-ajmer-road/9741927
226,ajmer road, ajmer road,6006000.0,2079.0,road view,https://www.squareyards.com/resale-231-sq-yd-plot-in-ajmer-road/9746313
227,ajmer road, ajmer road,7878000.0,2727.0,road view,https://www.squareyards.com/resale-303-sq-yd-plot-in-ajmer-road/9746331
228,ajmer road, ajmer road,6838000.0,2367.0,road view,https://www.squareyards.com/resale-263-sq-yd-plot-in-ajmer-road/9746320
229,ajmer road, ajmer road,9750000.0,3375.0,road view,https://www.squareyards.com/resale-375-sq-yd-plot-in-ajmer-road/9746272
230,ajmer road, ajmer road,9438000.0,3267.0,road view,https://www.squareyards.com/resale-363-sq-yd-plot-in-ajmer-road/9746264
231,ajmer road, ajmer road,9126000.0,3159.0,road view,https://www.squareyards.com/resale-351-sq-yd-plot-in-ajmer-road/9746263
232,ajmer road, ajmer road,5815000.0,1683.0,road view,https://www.squareyards.com/resale-187-sq-yd-plot-in-ajmer-road/9741923
233,ajmer road, ajmer road,4198000.0,1215.0,road view,https://www.squareyards.com/resale-135-sq-yd-plot-in-ajmer-road/9741944
234,ajmer road, ajmer road,6318000.0,2187.0,road view,https://www.squareyards.com/resale-243-sq-yd-plot-in-ajmer-road/9746315
235,central jaipur, sansar chandra road,1100000.0,900.0,road view,https://www.squareyards.com/resale-100-sq-yd-plot-in-sansar-chandra-road/9793482
236,ajmer road, ajmer road,7150000.0,2475.0,road view,https://www.squareyards.com/resale-275-sq-yd-plot-in-ajmer-road/9746323
237,ajmer road, ajmer road,9646000.0,3339.0,road view,https://www.squareyards.com/resale-371-sq-yd-plot-in-ajmer-road/9746267
238,ajmer road, ajmer road,8190000.000000001,2835.0,road view,https://www.squareyards.com/resale-315-sq-yd-plot-in-ajmer-road/9746335
239,ajmer road, ajmer road,6064000.0,1755.0,road view,https://www.squareyards.com/resale-195-sq-yd-plot-in-ajmer-road/9741925
240,ajmer road, ajmer road,3700000.0,1071.0,road view,https://www.squareyards.com/resale-119-sq-yd-plot-in-ajmer-road/9741853
241,ajmer road, ajmer road,4447000.0,1287.0,road view,https://www.squareyards.com/resale-143-sq-yd-plot-in-ajmer-road/9741946
242,ajmer road, ajmer road,5442000.0,1575.0,road view,https://www.squareyards.com/resale-175-sq-yd-plot-in-ajmer-road/9741920
243,ajmer road, ajmer road,6734000.0,2331.0,road view,https://www.squareyards.com/resale-259-sq-yd-plot-in-ajmer-road/9746319
244,ajmer road, ajmer road,9542000.0,3303.0,road view,https://www.squareyards.com/resale-367-sq-yd-plot-in-ajmer-road/9746265
245,ajmer road, ajmer road,5069000.0,1467.0,road view,https://www.squareyards.com/resale-163-sq-yd-plot-in-ajmer-road/9741917
246,ajmer road, ajmer road,4820000.0,1395.0,road view,https://www.squareyards.com/resale-155-sq-yd-plot-in-ajmer-road/9741949
247,ajmer road, ajmer road,8294000.0,2871.0,road view,https://www.squareyards.com/resale-319-sq-yd-plot-in-ajmer-road/9746254
248,ajmer road, ajmer road,6110000.0,2115.0,road view,https://www.squareyards.com/resale-235-sq-yd-plot-in-ajmer-road/9746312
249,ajmer road, ajmer road,6214000.0,2151.0,road view,https://www.squareyards.com/resale-239-sq-yd-plot-in-ajmer-road/9746314
250,ajmer road, ajmer road,17800000.0,2790.0,,https://www.squareyards.com/resale-310-sq-yd-plot-in-ajmer-road/9805639
251,renwal manji, renwal manji,1320000.0,990.0,,https://www.squareyards.com/resale-110-sq-yd-plot-in-renwal-manji/9818307
252,renwal manji, renwal manji,1764999.9999999998,1467.0,,https://www.squareyards.com/resale-163-sq-yd-plot-in-renwal-manji/9818390
253,renwal manji, renwal manji,1957000.0,1683.0,,https://www.squareyards.com/resale-187-sq-yd-plot-in-renwal-manji/9818384
254,renwal manji, renwal manji,1400000.0,1080.0,,https://www.squareyards.com/resale-120-sq-yd-plot-in-renwal-manji/9818297
255,renwal manji, renwal manji,2560000.0,1440.0,,https://www.squareyards.com/resale-160-sq-yd-plot-in-renwal-manji/9818433
256,renwal manji, renwal manji,991000.0,891.0,,https://www.squareyards.com/resale-99-sq-yd-plot-in-renwal-manji/9818282
257,renwal manji, renwal manji,1245000.0,1098.0,,https://www.squareyards.com/resale-122-sq-yd-plot-in-renwal-manji/9818284
258,renwal manji, renwal manji,1587000.0,1503.0,,https://www.squareyards.com/resale-167-sq-yd-plot-in-renwal-manji/9818351
259,renwal manji, renwal manji,1650000.0,1485.0,,https://www.squareyards.com/resale-165-sq-yd-plot-in-renwal-manji/9818344
260,renwal manji, renwal manji,1970000.0,1350.0,,https://www.squareyards.com/resale-150-sq-yd-plot-in-renwal-manji/9818325
261,renwal manji, renwal manji,2200000.0,1800.0,,https://www.squareyards.com/resale-200-sq-yd-plot-in-renwal-manji/9818333
262,renwal manji, renwal manji,1890000.0,1224.0,,https://www.squareyards.com/resale-136-sq-yd-plot-in-renwal-manji/9818341
263,renwal manji, renwal manji,1340000.0,1197.0,,https://www.squareyards.com/resale-133-sq-yd-plot-in-renwal-manji/9818192
264,renwal manji, renwal manji,1560000.0,1305.0,,https://www.squareyards.com/resale-145-sq-yd-plot-in-renwal-manji/9818378
265,renwal manji, renwal manji,2340000.0,1890.0,,https://www.squareyards.com/resale-210-sq-yd-plot-in-renwal-manji/9818347
266,renwal manji, renwal manji,1434000.0,1206.0,,https://www.squareyards.com/resale-134-sq-yd-plot-in-renwal-manji/9818364
267,renwal manji, renwal manji,1560000.0,1314.0,,https://www.squareyards.com/resale-146-sq-yd-plot-in-renwal-manji/9818443
268,renwal manji, renwal manji,1560000.0,1080.0,,https://www.squareyards.com/resale-120-sq-yd-plot-in-renwal-manji/9818459
269,renwal manji, renwal manji,1764999.9999999998,1206.0,,https://www.squareyards.com/resale-134-sq-yd-plot-in-renwal-manji/9818461
270,ajmer road, ajmer road,8200000.0,1440.0,,https://www.squareyards.com/resale-160-sq-yd-plot-in-ajmer-road/9805470
271,renwal manji, renwal manji,1330000.0,1170.0,,https://www.squareyards.com/resale-130-sq-yd-plot-in-renwal-manji/9818332
272,renwal manji, renwal manji,1560000.0,1206.0,,https://www.squareyards.com/resale-134-sq-yd-plot-in-renwal-manji/9818414
273,renwal manji, renwal manji,1550000.0,1350.0,,https://www.squareyards.com/resale-150-sq-yd-plot-in-renwal-manji/9818208
274,renwal manji, renwal manji,1335000.0,1215.0,,https://www.squareyards.com/resale-135-sq-yd-plot-in-renwal-manji/9818212
275,renwal manji, renwal manji,1876000.0,1602.0,,https://www.squareyards.com/resale-178-sq-yd-plot-in-renwal-manji/9818355
276,renwal manji, renwal manji,3300000.0,2304.0,,https://www.squareyards.com/resale-256-sq-yd-plot-in-renwal-manji/9818449
277,renwal manji, renwal manji,1440000.0,1278.0,,https://www.squareyards.com/resale-142-sq-yd-plot-in-renwal-manji/9818361
278,renwal manji, renwal manji,1250000.0,1116.0,,https://www.squareyards.com/resale-124-sq-yd-plot-in-renwal-manji/9818310
279,renwal manji, renwal manji,1764999.9999999998,1521.0,,https://www.squareyards.com/resale-169-sq-yd-plot-in-renwal-manji/9818298
280,renwal manji, renwal manji,1590000.0,1206.0,,https://www.squareyards.com/resale-134-sq-yd-plot-in-renwal-manji/9818369
281,renwal manji, renwal manji,1780000.0,1620.0,,https://www.squareyards.com/resale-180-sq-yd-plot-in-renwal-manji/9818336
282,renwal manji, renwal manji,2456000.0,1386.0,,https://www.squareyards.com/resale-154-sq-yd-plot-in-renwal-manji/9818424
283,renwal manji, renwal manji,2459000.0,1305.0,,https://www.squareyards.com/resale-145-sq-yd-plot-in-renwal-manji/9818441
284,renwal manji, renwal manji,3000000.0,2250.0,,https://www.squareyards.com/resale-250-sq-yd-plot-in-renwal-manji/9818446
285,renwal manji, renwal manji,1600000.0,900.0,,https://www.squareyards.com/resale-100-sq-yd-plot-in-renwal-manji/9818458
286,renwal manji, renwal manji,2450000.0,1980.0,,https://www.squareyards.com/resale-220-sq-yd-plot-in-renwal-manji/9818404
287,renwal manji, renwal manji,2200000.0,1404.0,,https://www.squareyards.com/resale-156-sq-yd-plot-in-renwal-manji/9818435
288,renwal manji, renwal manji,1340000.0,1170.0,,https://www.squareyards.com/resale-130-sq-yd-plot-in-renwal-manji/9818312
289,renwal manji, renwal manji,2000000.0,1350.0,,https://www.squareyards.com/resale-150-sq-yd-plot-in-renwal-manji/9818305
290,renwal manji, renwal manji,1650000.0,1305.0,,https://www.squareyards.com/resale-145-sq-yd-plot-in-renwal-manji/9818206
291,renwal manji, renwal manji,2130000.0,1494.0,,https://www.squareyards.com/resale-166-sq-yd-plot-in-renwal-manji/9818372
292,renwal manji, renwal manji,2456000.0,1980.0,,https://www.squareyards.com/resale-220-sq-yd-plot-in-renwal-manji/9818419
293,renwal manji, renwal manji,1320000.0,11070.0,,https://www.squareyards.com/resale-1230-sq-yd-plot-in-renwal-manji/9818289
294,ajmer road, ajmer road,7830000.0,1215.0,,https://www.squareyards.com/resale-135-sq-yd-plot-in-ajmer-road/9805264
295,central jaipur, malviya nagar,7041000.0,2646.0,,https://www.squareyards.com/resale-294-sq-yd-plot-in-malviya-nagar/9805803
296,jagatpura, jagatpura,2892000.0,1305.0,,https://www.squareyards.com/resale-145-sq-yd-plot-in-jagatpura/9806283
297,ajmer road, ajmer road,7700000.0,1530.0,,https://www.squareyards.com/resale-170-sq-yd-plot-in-ajmer-road/9805022
298,ajmer road, ajmer road,7600000.0,1242.0,,https://www.squareyards.com/resale-138-sq-yd-plot-in-ajmer-road/9805433
299,ajmer road, ajmer road,7789000.0,1485.0,,https://www.squareyards.com/resale-165-sq-yd-plot-in-ajmer-road/9805793
300,ajmer road, ajmer road,11299999.999999998,1710.0,,https://www.squareyards.com/resale-190-sq-yd-plot-in-ajmer-road/9805585
301,ajmer road, ajmer road,13500000.0,2160.0,,https://www.squareyards.com/resale-240-sq-yd-plot-in-ajmer-road/9805456
302,ajmer road, ajmer road,9880000.0,1575.0,,https://www.squareyards.com/resale-175-sq-yd-plot-in-ajmer-road/9805483
303,ajmer road, ajmer road,11500000.0,1800.0,,https://www.squareyards.com/resale-200-sq-yd-plot-in-ajmer-road/9805517
304,ajmer road, ajmer road,6245000.0,1080.0,,https://www.squareyards.com/resale-120-sq-yd-plot-in-ajmer-road/9805029
305,ajmer road, ajmer road,6984999.999999999,1170.0,,https://www.squareyards.com/resale-130-sq-yd-plot-in-ajmer-road/9805168
306,ajmer road, ajmer road,8879000.0,1665.0,,https://www.squareyards.com/resale-185-sq-yd-plot-in-ajmer-road/9805916
307,ajmer road, ajmer road,17700000.0,2700.0,,https://www.squareyards.com/resale-300-sq-yd-plot-in-ajmer-road/9806047
308,ajmer road, ajmer road,10100000.0,1665.0,,https://www.squareyards.com/resale-185-sq-yd-plot-in-ajmer-road/9804995
309,ajmer road, ajmer road,11900000.0,1890.0,,https://www.squareyards.com/resale-210-sq-yd-plot-in-ajmer-road/9805512
310,ajmer road, ajmer road,8322000.0,1314.0,,https://www.squareyards.com/resale-146-sq-yd-plot-in-ajmer-road/9805304
311,ajmer road, ajmer road,15100000.0,2520.0,,https://www.squareyards.com/resale-280-sq-yd-plot-in-ajmer-road/9804989
312,ajmer road, ajmer road,6540000.000000001,1125.0,,https://www.squareyards.com/resale-125-sq-yd-plot-in-ajmer-road/9805026
313,ajmer road, ajmer road,8657000.0,1611.0,,https://www.squareyards.com/resale-179-sq-yd-plot-in-ajmer-road/9805807
314,ajmer road, ajmer road,8890000.0,1521.0,,https://www.squareyards.com/resale-169-sq-yd-plot-in-ajmer-road/9805446
315,ajmer road, ajmer road,9345000.0,1620.0,,https://www.squareyards.com/resale-180-sq-yd-plot-in-ajmer-road/9805461
316,ajmer road, ajmer road,7345000.0,1089.0,,https://www.squareyards.com/resale-121-sq-yd-plot-in-ajmer-road/9805985
317,ajmer road, ajmer road,5500000.0,900.0,,https://www.squareyards.com/resale-100-sq-yd-plot-in-ajmer-road/9806078
318,ajmer road, ajmer road,6100000.0,1080.0,,https://www.squareyards.com/resale-120-sq-yd-plot-in-ajmer-road/9806081
319,ajmer road, ajmer road,5800000.0,990.0,,https://www.squareyards.com/resale-110-sq-yd-plot-in-ajmer-road/9806052
320,ajmer road, ajmer road,14700000.0,2160.0,,https://www.squareyards.com/resale-240-sq-yd-plot-in-ajmer-road/9805671
321,ajmer road, ajmer road,7895000.0,1305.0,,https://www.squareyards.com/resale-145-sq-yd-plot-in-ajmer-road/9805156
322,ajmer road, ajmer road,7695000.0,1260.0,,https://www.squareyards.com/resale-140-sq-yd-plot-in-ajmer-road/9805139
323,ajmer road, ajmer road,15900000.0,2250.0,,https://www.squareyards.com/resale-250-sq-yd-plot-in-ajmer-road/9805604
324,ajmer road, ajmer road,6987000.0,1215.0,,https://www.squareyards.com/resale-135-sq-yd-plot-in-ajmer-road/9805032
325,ajmer road, ajmer road,12400000.0,1800.0,,https://www.squareyards.com/resale-200-sq-yd-plot-in-ajmer-road/9806033
326,ajmer road, ajmer road,12600000.0,1710.0,,https://www.squareyards.com/resale-190-sq-yd-plot-in-ajmer-road/9805497
327,ajmer road, ajmer road,11399999.999999998,1800.0,,https://www.squareyards.com/resale-200-sq-yd-plot-in-ajmer-road/9805444
328,ajmer road, ajmer road,8678000.0,1530.0,,https://www.squareyards.com/resale-170-sq-yd-plot-in-ajmer-road/9805467
329,ajmer road, ajmer road,9300000.0,1350.0,,https://www.squareyards.com/resale-150-sq-yd-plot-in-ajmer-road/9805367
330,ajmer road, ajmer road,17600000.0,2700.0,,https://www.squareyards.com/resale-300-sq-yd-plot-in-ajmer-road/9805658
331,ajmer road, ajmer road,12300000.0,1890.0,,https://www.squareyards.com/resale-210-sq-yd-plot-in-ajmer-road/9805540
332,ajmer road, ajmer road,7559999.999999999,1305.0,,https://www.squareyards.com/resale-145-sq-yd-plot-in-ajmer-road/9806050
333,ajmer road, ajmer road,14300000.0,2115.0,,https://www.squareyards.com/resale-235-sq-yd-plot-in-ajmer-road/9806075
334,ajmer road, ajmer road,15400000.0,2070.0,,https://www.squareyards.com/resale-230-sq-yd-plot-in-ajmer-road/9806063
335,ajmer road, ajmer road,8900000.0,1287.0,,https://www.squareyards.com/resale-143-sq-yd-plot-in-ajmer-road/9806090
336,ajmer road, ajmer road,8000000.0,1170.0,,https://www.squareyards.com/resale-130-sq-yd-plot-in-ajmer-road/9805017
337,sirsi road, sirsi road,13500000.0,3483.0,road view,https://www.squareyards.com/resale-387-sq-yd-plot-in-manglams-balaji-city/9564883
338,diggi road, diggi road,1550000.0,1125.0,,https://www.squareyards.com/resale-125-sq-yd-plot-in-rpl-diggi-road-jaipur/8443117
339,ajmer road, ajmer road,3379999.9999999995,1386.0,,https://www.squareyards.com/resale-154-sq-yd-plot-in-ajmer-road/9083991
341,other, jaichandpura,8554000.0,2025.0,garden view,https://www.squareyards.com/resale-225-sq-yd-plot-in-jaichandpura/9236937
342,neota, neota,2500000.0,900.0,,https://www.squareyards.com/resale-100-sq-yd-plot-in-vrb-amber/8200619
343,other, kapoorawala,1659000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-raghav-vihar/8399871
344,kalwara, kalwara,4565000.0,1494.0,road view,https://www.squareyards.com/resale-166-sq-yd-plot-in-mahindra-world-city-jaipur/8865788
345,sirsi road, sirsi road,4878000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-keshva-green/8456076
346,sanganer, sanganer,1625000.0,1125.0,garden view,https://www.squareyards.com/resale-125-sq-yd-plot-in-rlb-pride/8730787
347,kalwara, kalwara,5815000.0,1458.0,garden view,https://www.squareyards.com/resale-162-sq-yd-plot-in-keshvam-homeland-pratham/8282242
348,ajmer road, ajmer road,4095000.000000001,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-unique-city-nri-villas/8274860
349,other, jaichandpura,6087000.0,1440.0,garden view,https://www.squareyards.com/resale-160-sq-yd-plot-in-jaichandpura/9236870
350,ajmer road, bhambhoriya,5280000.0,2376.0,garden view,https://www.squareyards.com/resale-264-sq-yd-plot-in-bhambhoriya/8175069
351,sirsi road, sirsi road,2862000.0,783.0,road view,https://www.squareyards.com/resale-87-sq-yd-plot-in-prakash-enclave/8401114
352,kalwara, kalwara,3154000.0,1494.0,garden view,https://www.squareyards.com/resale-166-sq-yd-plot-in-mahindra-world-city-jaipur/8902495
353,sikar road, rajawas,10500000.0,4050.0,road view,https://www.squareyards.com/resale-450-sq-yd-plot-in-khora-shyamdash/9208836
354,other, pahadiya road,2000000.0,999.0,,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-eco-park/8198173
355,ajmer road, mahapura,4500000.0,900.0,road view,https://www.squareyards.com/resale-100-sq-yd-plot-in-mahapura/8255893
356,ajmer road, ajmer road,1595000.0,900.0,,https://www.squareyards.com/resale-100-sq-yd-plot-in-shree-krishna-residency-b/8636723
358,jagatpura, jagatpura,22700000.0,5400.0,garden view,https://www.squareyards.com/resale-600-sq-yd-plot-in-galaxy-star-city/9122797
359,vatika/vatika road, vatika,4067000.0,1494.0,road view,https://www.squareyards.com/resale-166-sq-yd-plot-in-riyasat-paradise/8679703
360,ajmer road, ajmer road,4590000.0,900.0,road view,https://www.squareyards.com/resale-100-sq-yd-plot-in-janardhan-city-ajmer-road/8454404
